@relation 'german data set-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R2-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R16-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R16-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R18-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R20-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R20-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20'

@attribute checking {A11,A12,A14,A13}
@attribute duration {A21,A22}
@attribute 'credit history' {A34,A32,A33,A30,A31}
@attribute purpose {A43,A46,A42,A40,A41,A49,A44,A45,A410,A48}
@attribute 'credit amount' {A51,A52}
@attribute 'saving status' {A65,A61,A63,A64,A62}
@attribute employment {A75,A73,A74,A71,A72}
@attribute installment-commitment {A81,A82}
@attribute 'other parties' {A93,A92,A91,A94}
@attribute debtors {A101,A103,A102}
@attribute 'residence since' {A81,A82}
@attribute 'property magnitued' {A121,A122,A124,A123}
@attribute age {A131,A132}
@attribute 'other installment' {A143,A141,A142}
@attribute housing {A152,A153,A151}
@attribute 'existing credits' {A161,A162,A163}
@attribute job {A173,A172,A174,A171}
@attribute num-dependents {A181,A182}
@attribute telephone {A192,A191}
@attribute 'foreign worker' {A201,A202}
@attribute 'Class label' {good,bad}

@data
A14,A21,A32,A43,A51,A65,A73,A82,A94,A101,A81,A121,A131,A143,A151,A161,A173,A181,A192,A201,good
A14,A21,A32,A43,A51,A61,A75,A82,A93,A101,A81,A121,A131,A143,A152,A161,A174,A181,A192,A201,good
A11,A21,A32,A43,A51,A61,A73,A81,A93,A101,A81,A121,A131,A143,A151,A161,A174,A182,A192,A201,good
A12,A21,A32,A46,A51,A65,A73,A81,A94,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A33,A41,A51,A61,A72,A81,A92,A101,A81,A122,A131,A143,A152,A161,A172,A181,A191,A201,good
A12,A21,A32,A40,A51,A65,A73,A81,A92,A101,A81,A121,A131,A143,A152,A161,A172,A181,A191,A201,good
A14,A21,A33,A43,A51,A61,A73,A82,A92,A101,A82,A121,A131,A143,A152,A161,A173,A181,A191,A201,good
A12,A21,A32,A43,A51,A65,A75,A81,A92,A101,A82,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A49,A51,A64,A75,A81,A91,A101,A81,A121,A131,A143,A152,A161,A173,A181,A192,A201,good
A14,A21,A32,A41,A51,A62,A73,A81,A93,A102,A81,A121,A131,A143,A152,A161,A173,A182,A191,A201,good
A14,A21,A34,A42,A51,A61,A73,A82,A92,A101,A81,A124,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A22,A33,A43,A52,A63,A74,A82,A93,A101,A81,A123,A131,A143,A152,A161,A174,A181,A192,A201,good
A12,A21,A32,A40,A51,A61,A74,A82,A93,A101,A82,A122,A131,A143,A151,A161,A173,A182,A192,A201,good
A11,A21,A34,A42,A51,A61,A72,A82,A92,A101,A82,A122,A131,A143,A151,A161,A173,A181,A191,A201,good
A14,A21,A32,A43,A51,A65,A75,A82,A93,A101,A82,A123,A132,A143,A152,A161,A173,A181,A192,A201,good
A11,A21,A33,A40,A51,A61,A73,A82,A93,A101,A81,A121,A131,A143,A152,A161,A172,A182,A191,A201,good
A14,A21,A34,A40,A51,A61,A73,A82,A93,A101,A81,A121,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A34,A43,A51,A63,A75,A82,A93,A101,A82,A122,A131,A143,A152,A161,A173,A182,A192,A201,good
A11,A21,A32,A43,A51,A61,A73,A82,A92,A101,A81,A123,A131,A141,A152,A161,A173,A181,A191,A201,good
A12,A21,A32,A43,A51,A61,A72,A82,A94,A101,A82,A123,A131,A143,A151,A161,A174,A181,A192,A201,good
A14,A21,A34,A41,A51,A65,A73,A81,A93,A101,A82,A122,A131,A143,A152,A161,A174,A182,A192,A201,good
A14,A21,A32,A40,A51,A65,A72,A81,A93,A101,A82,A122,A131,A143,A152,A161,A174,A182,A192,A201,good
A14,A21,A32,A42,A51,A65,A74,A82,A93,A101,A81,A123,A131,A142,A152,A161,A173,A181,A192,A201,good
A14,A21,A34,A40,A51,A61,A74,A81,A93,A101,A81,A121,A131,A143,A152,A162,A172,A182,A191,A201,good
A11,A21,A32,A42,A51,A61,A72,A82,A92,A103,A81,A122,A131,A143,A151,A161,A173,A181,A191,A201,good
A12,A22,A30,A40,A51,A63,A72,A81,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A40,A51,A65,A71,A82,A93,A101,A82,A124,A131,A143,A152,A161,A174,A181,A192,A201,good
A12,A21,A34,A49,A51,A61,A71,A82,A94,A101,A82,A123,A131,A143,A152,A162,A171,A182,A192,A201,good
A11,A21,A32,A40,A51,A61,A73,A82,A92,A103,A82,A122,A131,A143,A152,A161,A173,A181,A192,A201,good
A11,A21,A34,A43,A51,A64,A75,A82,A92,A101,A82,A122,A132,A143,A151,A161,A174,A181,A192,A201,good
A13,A21,A34,A43,A51,A65,A75,A82,A93,A101,A82,A122,A132,A142,A152,A161,A172,A181,A191,A201,good
A12,A21,A34,A43,A51,A61,A75,A81,A93,A101,A82,A121,A131,A143,A152,A162,A172,A181,A191,A201,good
A12,A21,A32,A42,A51,A62,A75,A82,A93,A101,A82,A124,A131,A143,A153,A161,A173,A181,A191,A201,good
A14,A21,A34,A43,A51,A61,A75,A81,A94,A101,A81,A121,A131,A143,A151,A161,A173,A181,A191,A201,good
A12,A21,A33,A40,A51,A61,A73,A81,A91,A101,A82,A122,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A40,A51,A65,A73,A82,A93,A101,A81,A124,A131,A143,A152,A161,A173,A181,A191,A201,good
A12,A21,A32,A45,A51,A61,A72,A82,A94,A101,A81,A122,A131,A143,A152,A161,A172,A181,A191,A201,good
A12,A21,A32,A43,A51,A65,A73,A82,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A43,A51,A61,A75,A82,A92,A101,A81,A123,A132,A141,A151,A161,A174,A181,A192,A201,good
A14,A22,A32,A43,A51,A65,A74,A81,A94,A101,A82,A122,A131,A143,A151,A161,A173,A181,A192,A201,good
A11,A21,A34,A40,A51,A61,A73,A81,A93,A101,A81,A121,A131,A143,A152,A161,A172,A182,A191,A201,good
A12,A21,A32,A45,A51,A62,A73,A82,A93,A103,A81,A121,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A40,A51,A61,A73,A81,A93,A101,A82,A122,A131,A143,A152,A161,A172,A182,A191,A201,good
A14,A21,A34,A43,A51,A61,A73,A82,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A192,A201,good
A13,A21,A32,A43,A51,A63,A73,A82,A92,A101,A82,A123,A132,A143,A152,A161,A172,A181,A191,A201,good
A12,A21,A32,A43,A51,A61,A73,A81,A92,A103,A82,A121,A132,A143,A152,A161,A173,A181,A191,A201,good
A12,A21,A33,A49,A51,A65,A75,A82,A93,A101,A81,A122,A131,A143,A152,A161,A173,A181,A191,A201,good
A13,A21,A32,A40,A51,A62,A73,A81,A92,A101,A81,A123,A131,A141,A152,A161,A174,A181,A192,A201,good
A14,A21,A34,A42,A51,A61,A74,A81,A93,A101,A81,A122,A131,A143,A152,A161,A172,A181,A191,A201,good
A11,A21,A34,A42,A51,A61,A73,A82,A92,A101,A82,A122,A131,A143,A151,A161,A173,A181,A191,A201,good
A13,A22,A30,A49,A51,A61,A72,A81,A91,A101,A81,A122,A131,A143,A152,A161,A173,A181,A191,A201,good
A14,A21,A32,A43,A51,A62,A71,A81,A92,A101,A82,A121,A132,A143,A152,A161,A173,A181,A191,A201,good
A11,A21,A32,A41,A51,A61,A71,A82,A93,A101,A81,A124,A131,A143,A153,A161,A174,A181,A192,A201,good
A12,A21,A34,A43,A51,A61,A75,A82,A93,A101,A81,A122,A132,A143,A152,A161,A172,A181,A191,A201,good
A14,A21,A34,A46,A51,A65,A72,A81,A93,A101,A81,A122,A131,A143,A152,A161,A172,A182,A191,A201,good
A14,A21,A31,A43,A51,A62,A75,A82,A93,A101,A82,A123,A131,A141,A152,A161,A172,A182,A191,A201,good
A11,A21,A32,A43,A51,A65,A74,A81,A94,A101,A82,A123,A131,A143,A151,A161,A172,A181,A191,A201,good
A11,A21,A32,A42,A51,A61,A71,A82,A93,A101,A82,A122,A131,A143,A152,A161,A174,A181,A192,A201,good
A14,A21,A32,A40,A51,A65,A75,A82,A93,A101,A82,A123,A132,A143,A152,A161,A173,A181,A192,A201,good
A14,A21,A32,A42,A51,A61,A74,A82,A92,A101,A82,A121,A131,A143,A152,A161,A172,A181,A191,A201,good
A11,A21,A32,A41,A51,A61,A73,A82,A91,A101,A82,A122,A131,A143,A152,A161,A174,A181,A192,A201,good
A14,A21,A32,A43,A51,A61,A75,A82,A93,A101,A82,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A12,A22,A34,A41,A51,A62,A71,A82,A93,A101,A82,A123,A131,A143,A152,A161,A173,A181,A191,A201,good
A11,A21,A34,A40,A51,A61,A72,A81,A93,A101,A82,A121,A132,A143,A151,A161,A172,A182,A191,A202,good
A14,A21,A34,A42,A51,A65,A73,A81,A94,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A202,good
A11,A21,A32,A42,A51,A65,A72,A81,A92,A101,A81,A122,A131,A143,A152,A161,A173,A181,A192,A202,good
A11,A21,A34,A42,A51,A65,A72,A81,A92,A102,A82,A121,A131,A143,A151,A161,A173,A181,A191,A202,good
A13,A21,A32,A40,A51,A64,A72,A81,A94,A101,A81,A121,A131,A143,A152,A161,A171,A181,A191,A202,good
A14,A21,A32,A43,A51,A61,A73,A81,A93,A101,A82,A122,A131,A143,A152,A161,A173,A181,A192,A202,good
A11,A21,A34,A45,A51,A62,A75,A82,A93,A103,A82,A121,A132,A143,A152,A161,A173,A182,A191,A202,good
A12,A21,A32,A43,A51,A61,A73,A82,A93,A103,A81,A121,A131,A143,A152,A161,A173,A181,A191,A202,good
A14,A21,A32,A41,A51,A64,A74,A82,A93,A101,A81,A122,A132,A143,A152,A161,A173,A181,A191,A202,good
A14,A21,A30,A40,A51,A62,A73,A82,A93,A101,A81,A124,A131,A141,A151,A161,A173,A181,A191,A202,good
A14,A21,A34,A40,A51,A61,A75,A82,A93,A101,A82,A121,A131,A143,A152,A161,A172,A182,A191,A202,good
A14,A21,A32,A40,A51,A65,A74,A82,A93,A101,A82,A122,A131,A143,A152,A161,A173,A181,A191,A202,good
A14,A21,A32,A49,A51,A61,A73,A81,A94,A101,A81,A121,A131,A143,A152,A161,A173,A181,A192,A202,good
A14,A21,A32,A40,A51,A65,A75,A82,A93,A102,A81,A122,A131,A143,A152,A161,A172,A181,A191,A202,good
A13,A21,A32,A40,A51,A65,A72,A81,A93,A101,A81,A121,A131,A143,A152,A161,A172,A182,A191,A202,good
A11,A21,A34,A40,A51,A61,A74,A81,A93,A101,A82,A121,A131,A143,A152,A161,A172,A181,A191,A202,good
A11,A21,A32,A43,A51,A61,A72,A82,A94,A101,A81,A121,A131,A143,A152,A161,A173,A181,A191,A202,good
A14,A21,A32,A40,A51,A63,A73,A82,A93,A101,A81,A124,A131,A143,A151,A161,A172,A182,A191,A202,good
A14,A21,A32,A40,A51,A62,A73,A82,A93,A101,A81,A121,A131,A143,A151,A161,A172,A181,A191,A202,good
A11,A21,A34,A40,A51,A61,A73,A82,A93,A101,A81,A121,A131,A143,A151,A161,A172,A182,A191,A202,good
A11,A21,A34,A40,A51,A61,A74,A82,A92,A101,A82,A122,A131,A143,A152,A161,A173,A181,A191,A202,good
A11,A21,A34,A40,A51,A61,A72,A81,A93,A101,A82,A121,A131,A143,A152,A161,A172,A182,A191,A202,good
A11,A21,A31,A41,A51,A61,A73,A81,A92,A103,A82,A123,A131,A141,A151,A161,A173,A181,A191,A202,good
A12,A21,A32,A43,A51,A61,A74,A82,A93,A103,A82,A121,A131,A143,A152,A161,A173,A181,A191,A202,good
A13,A21,A34,A40,A51,A61,A73,A81,A93,A101,A81,A121,A132,A143,A152,A162,A171,A182,A191,A202,good
A12,A21,A32,A43,A51,A61,A72,A82,A94,A101,A82,A121,A131,A143,A152,A161,A172,A181,A191,A202,good
A14,A21,A32,A40,A51,A62,A73,A81,A93,A103,A81,A121,A131,A143,A151,A161,A173,A182,A191,A202,good
A13,A21,A34,A40,A51,A61,A75,A81,A93,A101,A82,A121,A131,A143,A152,A161,A173,A182,A191,A202,good
A11,A21,A34,A40,A51,A61,A73,A82,A93,A101,A82,A122,A131,A141,A152,A161,A172,A181,A191,A202,good
A14,A21,A34,A42,A51,A64,A74,A82,A92,A101,A81,A122,A131,A143,A152,A161,A173,A181,A191,A202,good
A11,A21,A32,A40,A51,A65,A74,A81,A93,A102,A81,A121,A131,A143,A152,A161,A172,A181,A191,A202,good
A11,A21,A32,A42,A51,A61,A72,A82,A93,A102,A81,A122,A131,A143,A152,A161,A172,A181,A191,A202,good
A14,A21,A32,A40,A51,A61,A73,A82,A93,A101,A81,A121,A131,A143,A152,A161,A172,A182,A191,A202,good
A12,A22,A32,A43,A51,A61,A73,A81,A92,A101,A81,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A33,A40,A51,A61,A73,A82,A93,A101,A82,A124,A132,A143,A153,A161,A173,A182,A191,A201,bad
A12,A21,A34,A40,A51,A61,A71,A82,A94,A101,A81,A123,A131,A143,A152,A161,A174,A181,A191,A201,bad
A12,A21,A32,A40,A51,A61,A72,A82,A92,A101,A81,A123,A131,A143,A151,A161,A173,A181,A191,A201,bad
A11,A22,A32,A49,A51,A61,A72,A82,A92,A101,A82,A122,A131,A143,A151,A161,A173,A181,A191,A201,bad
A11,A21,A34,A40,A51,A61,A75,A82,A93,A101,A82,A123,A132,A143,A152,A161,A172,A181,A191,A201,bad
A11,A21,A32,A43,A51,A62,A73,A82,A92,A101,A81,A123,A131,A143,A152,A161,A172,A181,A191,A201,bad
A12,A21,A32,A41,A52,A61,A75,A82,A92,A101,A81,A124,A131,A143,A153,A161,A174,A181,A192,A201,bad
A11,A22,A33,A49,A51,A61,A75,A82,A93,A101,A82,A124,A132,A143,A152,A161,A173,A181,A192,A201,bad
A12,A22,A34,A43,A51,A61,A72,A82,A93,A101,A81,A122,A131,A143,A152,A161,A172,A181,A191,A201,bad
A13,A21,A32,A43,A51,A61,A73,A82,A93,A102,A81,A121,A131,A142,A152,A161,A173,A181,A191,A201,bad
A11,A22,A34,A41,A51,A61,A75,A82,A92,A101,A82,A124,A132,A142,A153,A161,A172,A181,A191,A201,bad
A12,A21,A33,A40,A51,A61,A75,A82,A93,A101,A82,A124,A132,A141,A153,A161,A173,A181,A192,A201,bad
A12,A21,A32,A43,A51,A65,A71,A81,A93,A101,A81,A124,A132,A143,A152,A161,A174,A181,A192,A201,bad
A11,A21,A34,A42,A51,A61,A72,A82,A92,A102,A82,A124,A131,A143,A151,A161,A172,A181,A192,A201,bad
A12,A21,A30,A49,A51,A61,A75,A82,A93,A101,A82,A124,A132,A143,A153,A161,A174,A181,A192,A201,bad
A12,A22,A30,A49,A52,A61,A73,A81,A93,A101,A81,A123,A131,A143,A152,A161,A173,A181,A192,A201,bad
A14,A21,A32,A46,A51,A61,A73,A82,A93,A101,A82,A124,A131,A142,A153,A161,A173,A181,A192,A201,bad
A11,A21,A32,A46,A51,A65,A75,A82,A93,A101,A82,A124,A131,A143,A152,A161,A174,A181,A192,A201,bad
A11,A22,A32,A43,A51,A61,A72,A82,A93,A101,A82,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A14,A21,A32,A43,A51,A65,A72,A81,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A192,A201,bad
A12,A21,A32,A46,A52,A62,A73,A81,A93,A101,A82,A124,A131,A143,A153,A161,A173,A182,A192,A201,bad
A11,A21,A30,A45,A51,A61,A74,A82,A93,A101,A82,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A14,A21,A34,A43,A51,A65,A75,A82,A92,A101,A82,A122,A131,A141,A152,A161,A172,A182,A191,A201,bad
A12,A22,A30,A49,A52,A61,A72,A82,A93,A101,A82,A124,A132,A143,A151,A161,A173,A181,A192,A201,bad
A12,A21,A34,A410,A52,A61,A73,A81,A93,A102,A82,A123,A131,A143,A152,A161,A174,A182,A192,A201,bad
A14,A21,A31,A40,A51,A61,A75,A81,A93,A101,A82,A124,A131,A141,A152,A161,A174,A182,A192,A201,bad
A14,A21,A34,A40,A51,A61,A73,A82,A92,A101,A81,A121,A131,A142,A152,A161,A173,A181,A192,A201,bad
A11,A22,A32,A43,A51,A65,A74,A82,A92,A101,A82,A123,A131,A143,A152,A161,A174,A181,A192,A201,bad
A11,A21,A34,A42,A51,A63,A73,A81,A92,A101,A82,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A32,A43,A51,A61,A73,A82,A92,A101,A81,A121,A131,A143,A152,A161,A173,A181,A192,A201,bad
A12,A21,A32,A42,A51,A65,A72,A82,A92,A101,A82,A121,A131,A143,A151,A161,A173,A181,A191,A201,bad
A12,A21,A32,A45,A51,A61,A73,A82,A93,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A34,A40,A51,A61,A73,A82,A92,A102,A81,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A33,A46,A51,A61,A73,A82,A93,A101,A82,A122,A131,A142,A152,A161,A173,A181,A192,A201,bad
A12,A21,A32,A43,A51,A63,A73,A82,A93,A101,A82,A121,A132,A143,A152,A161,A172,A181,A191,A201,bad
A11,A21,A32,A42,A51,A61,A73,A81,A93,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A32,A42,A51,A61,A73,A81,A92,A101,A82,A123,A131,A143,A151,A161,A173,A181,A191,A201,bad
A11,A21,A32,A42,A51,A61,A71,A82,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A12,A21,A34,A49,A51,A61,A75,A82,A91,A101,A82,A121,A131,A143,A152,A161,A173,A181,A192,A201,bad
A11,A21,A30,A40,A51,A61,A75,A82,A93,A101,A82,A123,A131,A143,A151,A161,A173,A182,A191,A201,bad
A12,A21,A33,A42,A51,A61,A71,A82,A92,A101,A81,A122,A131,A143,A152,A161,A174,A181,A192,A201,bad
A11,A21,A33,A46,A51,A61,A72,A81,A93,A101,A81,A122,A131,A143,A152,A161,A173,A181,A191,A201,bad
A14,A21,A31,A41,A51,A65,A71,A82,A92,A101,A81,A121,A132,A141,A152,A161,A174,A181,A192,A201,bad
A14,A21,A33,A49,A52,A61,A72,A81,A91,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A12,A21,A33,A49,A51,A61,A73,A81,A91,A101,A81,A121,A131,A142,A152,A161,A174,A181,A192,A201,bad
A11,A21,A31,A40,A51,A65,A73,A82,A93,A101,A81,A122,A131,A143,A152,A161,A172,A182,A191,A201,bad
A12,A21,A34,A40,A51,A61,A75,A82,A93,A101,A82,A123,A131,A141,A152,A161,A173,A182,A192,A201,bad
A12,A21,A31,A41,A51,A61,A75,A81,A92,A101,A82,A124,A132,A141,A153,A161,A174,A182,A192,A201,bad
A11,A21,A32,A43,A51,A62,A74,A82,A94,A101,A81,A122,A131,A143,A152,A161,A173,A181,A191,A201,bad
A14,A21,A32,A49,A51,A64,A73,A81,A93,A101,A82,A122,A132,A143,A152,A162,A174,A181,A192,A201,bad
A12,A22,A30,A49,A51,A62,A74,A82,A93,A101,A82,A124,A131,A143,A153,A161,A172,A182,A191,A201,bad
A12,A21,A32,A49,A51,A61,A73,A82,A93,A101,A81,A123,A131,A143,A152,A161,A173,A182,A192,A201,bad
A12,A22,A32,A43,A51,A62,A73,A82,A93,A103,A82,A122,A131,A143,A151,A161,A173,A181,A191,A201,bad
A12,A21,A34,A46,A51,A61,A75,A81,A92,A101,A82,A123,A131,A143,A152,A161,A174,A181,A192,A201,bad
A12,A21,A32,A42,A51,A62,A72,A82,A92,A101,A82,A123,A131,A141,A151,A163,A173,A181,A191,A201,bad
A12,A21,A33,A42,A51,A61,A75,A82,A91,A101,A82,A124,A131,A143,A152,A161,A174,A181,A192,A201,bad
A11,A21,A32,A48,A51,A61,A74,A82,A94,A101,A82,A122,A131,A143,A151,A161,A173,A181,A191,A201,bad
A11,A21,A30,A49,A51,A61,A71,A81,A93,A101,A82,A122,A132,A142,A152,A161,A173,A181,A192,A201,bad
A13,A21,A33,A49,A51,A61,A75,A82,A93,A101,A82,A121,A132,A143,A152,A161,A174,A181,A192,A201,bad
A12,A22,A32,A43,A52,A64,A74,A81,A93,A102,A81,A124,A131,A141,A152,A161,A173,A181,A192,A201,bad
A11,A21,A32,A42,A51,A61,A75,A82,A93,A101,A82,A124,A132,A143,A153,A161,A174,A181,A192,A201,bad
A14,A21,A32,A43,A51,A61,A74,A82,A93,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A13,A21,A32,A43,A51,A61,A73,A82,A93,A101,A81,A123,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A32,A43,A51,A61,A71,A82,A93,A101,A81,A123,A131,A142,A152,A161,A174,A182,A191,A201,bad
A12,A21,A32,A40,A52,A65,A71,A81,A93,A101,A81,A122,A131,A143,A152,A161,A171,A181,A192,A201,bad
A12,A21,A32,A49,A51,A62,A75,A82,A91,A101,A81,A123,A132,A141,A151,A161,A172,A181,A191,A201,bad
A11,A21,A32,A40,A51,A65,A75,A82,A92,A101,A81,A123,A131,A141,A152,A161,A173,A181,A191,A201,bad
A11,A22,A30,A41,A51,A61,A75,A82,A93,A101,A82,A124,A131,A143,A153,A161,A173,A182,A191,A201,bad
A14,A21,A32,A43,A51,A61,A71,A82,A92,A102,A82,A121,A131,A143,A151,A161,A173,A181,A191,A201,bad
A12,A21,A32,A40,A51,A61,A73,A82,A92,A103,A81,A124,A131,A141,A152,A161,A173,A181,A191,A201,bad
A11,A21,A31,A43,A51,A61,A73,A82,A91,A101,A81,A124,A131,A143,A153,A161,A173,A181,A191,A201,bad
A12,A21,A32,A43,A51,A61,A75,A82,A93,A101,A82,A123,A131,A143,A152,A161,A173,A182,A191,A201,bad
A12,A22,A32,A43,A51,A61,A74,A82,A93,A101,A82,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A32,A45,A52,A61,A72,A81,A91,A101,A81,A124,A131,A143,A152,A161,A172,A181,A192,A201,bad
A14,A21,A32,A42,A51,A61,A72,A81,A92,A101,A82,A122,A131,A143,A152,A161,A173,A181,A191,A201,bad
A11,A21,A33,A43,A51,A61,A72,A82,A94,A101,A82,A121,A132,A142,A152,A161,A173,A181,A191,A201,bad
A12,A21,A32,A41,A52,A61,A72,A81,A94,A101,A82,A123,A131,A143,A151,A161,A174,A181,A192,A201,bad
A12,A22,A32,A42,A52,A61,A72,A81,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A192,A201,bad
A12,A21,A30,A43,A51,A61,A73,A82,A92,A101,A81,A123,A131,A143,A152,A161,A173,A181,A192,A201,bad
A13,A21,A34,A40,A51,A65,A74,A82,A93,A101,A81,A121,A131,A141,A152,A161,A172,A182,A191,A201,bad
A14,A22,A34,A40,A52,A63,A73,A81,A93,A101,A81,A124,A131,A141,A153,A161,A173,A181,A191,A201,bad
A11,A21,A32,A43,A51,A62,A72,A82,A94,A101,A82,A124,A131,A143,A152,A161,A172,A181,A192,A201,bad
A12,A21,A32,A42,A51,A61,A73,A82,A92,A101,A82,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A12,A21,A32,A40,A51,A61,A74,A81,A94,A101,A82,A123,A131,A141,A152,A161,A172,A181,A191,A201,bad
A11,A21,A31,A42,A51,A61,A75,A82,A93,A101,A82,A123,A131,A141,A152,A161,A173,A181,A191,A201,bad
A12,A21,A34,A40,A51,A61,A71,A82,A94,A101,A81,A123,A131,A143,A152,A161,A174,A181,A191,A201,bad
A11,A21,A32,A43,A51,A61,A72,A82,A91,A101,A82,A122,A131,A143,A152,A161,A173,A181,A191,A201,bad
A14,A21,A34,A46,A51,A62,A73,A82,A92,A101,A81,A121,A131,A143,A152,A161,A173,A181,A191,A201,bad
A12,A22,A32,A40,A51,A62,A72,A82,A92,A101,A81,A122,A131,A143,A152,A161,A174,A181,A191,A201,bad
A14,A22,A34,A41,A52,A62,A73,A81,A92,A101,A82,A123,A131,A141,A151,A161,A172,A181,A191,A201,bad
A11,A21,A30,A42,A51,A61,A75,A82,A93,A101,A82,A124,A131,A141,A151,A161,A173,A182,A191,A201,bad
A11,A21,A34,A42,A51,A61,A73,A81,A91,A101,A82,A121,A131,A143,A151,A161,A174,A181,A192,A201,bad
A11,A21,A32,A44,A51,A65,A73,A82,A92,A101,A81,A123,A131,A143,A151,A161,A173,A181,A191,A201,bad
A12,A21,A34,A46,A51,A64,A75,A82,A93,A101,A82,A124,A131,A143,A153,A161,A173,A182,A191,A201,bad
A11,A21,A30,A43,A51,A61,A73,A82,A93,A101,A81,A122,A131,A143,A151,A161,A173,A181,A192,A201,bad
A12,A21,A32,A40,A51,A61,A72,A82,A93,A101,A81,A121,A131,A142,A152,A161,A172,A181,A191,A201,bad
A14,A21,A33,A43,A51,A61,A73,A82,A93,A101,A81,A123,A131,A143,A152,A161,A174,A181,A192,A201,bad
A11,A21,A32,A42,A51,A61,A74,A82,A92,A101,A82,A121,A131,A143,A151,A161,A173,A181,A191,A201,bad
A11,A21,A32,A42,A51,A61,A71,A82,A93,A101,A81,A123,A131,A143,A152,A161,A171,A181,A191,A201,bad
A11,A21,A32,A42,A51,A61,A75,A82,A93,A101,A81,A123,A131,A143,A152,A161,A173,A182,A191,A201,bad
A12,A22,A31,A410,A52,A62,A75,A82,A92,A101,A82,A124,A132,A141,A153,A161,A174,A181,A192,A201,bad
A11,A22,A31,A49,A51,A61,A74,A81,A92,A103,A82,A123,A131,A143,A151,A161,A173,A181,A191,A201,bad
A12,A21,A32,A40,A52,A61,A75,A82,A93,A101,A81,A124,A132,A143,A153,A161,A174,A181,A192,A201,bad
A12,A21,A32,A41,A52,A61,A71,A82,A92,A101,A82,A124,A131,A143,A153,A161,A174,A181,A192,A201,bad
A12,A21,A32,A40,A51,A61,A75,A81,A91,A101,A81,A121,A131,A143,A151,A161,A173,A181,A191,A201,bad
A14,A21,A33,A49,A51,A61,A72,A81,A93,A101,A81,A123,A131,A141,A152,A161,A173,A181,A192,A201,bad
A12,A21,A32,A43,A51,A61,A72,A81,A94,A101,A81,A122,A131,A143,A152,A161,A173,A181,A192,A201,bad
A13,A21,A34,A40,A51,A63,A74,A82,A94,A101,A81,A121,A131,A143,A152,A162,A173,A181,A192,A201,bad
A14,A21,A34,A49,A51,A61,A71,A82,A93,A101,A81,A123,A131,A142,A152,A161,A174,A181,A192,A201,bad
